simulation_id,agent_class,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,72,Correct Theory
2,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,58,Correct Theory
3,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,44,Correct Theory
4,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,60,Correct Theory
5,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,36,Correct Theory
6,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
7,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,40,Correct Theory
8,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Correct Theory
9,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,33,Correct Theory
10,ScientistAgent,bipartite,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,23,Correct Theory
