simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
2,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,102,Correct Theory
3,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
4,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,65,Correct Theory
5,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,84,Correct Theory
6,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,36,Correct Theory
7,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
8,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
9,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
10,cycle,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
