simulation_id,agent_class,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,102,Correct Theory
2,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
3,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,48,Correct Theory
4,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
5,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,53,Correct Theory
6,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,26,Old Theory
7,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,55,Correct Theory
8,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,82,Correct Theory
9,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,57,Correct Theory
10,ScientistAgent,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,100,Correct Theory
