simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Old Theory
2,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,107,Correct Theory
3,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,49,Correct Theory
4,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
5,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,251,Correct Theory
6,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,55,Correct Theory
7,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
8,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Old Theory
9,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
10,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,33,Correct Theory
