simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,101,Incorrect Theory
2,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
3,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
4,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
5,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
6,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,37,Incorrect Theory
7,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,26,Correct Theory
8,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Incorrect Theory
9,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Correct Theory
10,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
11,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
12,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Incorrect Theory
13,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Incorrect Theory
14,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,6,Correct Theory
15,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
16,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Incorrect Theory
17,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Incorrect Theory
18,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,18,Correct Theory
19,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
20,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Correct Theory
21,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,63,Correct Theory
22,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Old Theory
23,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Incorrect Theory
24,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
25,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Incorrect Theory
26,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Incorrect Theory
27,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,24,Incorrect Theory
28,wheel,9,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Incorrect Theory
