simulation_id,agent_class,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,69,Correct Theory
2,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,6,Old Theory
3,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
4,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Old Theory
5,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,61,Correct Theory
6,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,69,Correct Theory
7,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,55,Correct Theory
8,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
9,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,44,Correct Theory
10,ScientistAgent,cliques,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Old Theory
