simulation_id,agent_class,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
2,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
3,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
4,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
5,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
6,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
7,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,33,Correct Theory
8,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
9,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,23,Correct Theory
10,ScientistAgent,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,39,Correct Theory
